threshold,n_nonzero,train_mse,val_mse,test_mse,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2
2.6141990504677043e-08,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
3.760394332106986e-08,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
5.409138806936855e-08,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
7.780775112570782e-08,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
1.119225509146887e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
1.6099498086010423e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
2.3158321223309136e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
3.331208457659877e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
4.791776433783779e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
6.892730275875718e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
9.91484709533044e-07,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
1.4262010696667303e-06,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
2.0515187693378535e-06,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
2.951006944574079e-06,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
4.2448756097587015e-06,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
6.10604084665243e-06,4,1.702766323335044e-09,1.9158719254027566e-08,2.8737474274238424e-08,4.12645892180577e-05,0.00013841502539113147,0.00016952130920400073,0.9985786231727181,0.9235723511449975,-1.1613678968250483
8.783233773747095e-06,3,5.218287419325918e-07,1.4678284035249675e-05,4.046097290897526e-06,0.0007223771466018231,0.003831224874012184,0.002011491310172014,0.5644057135567788,-57.55437011032043,-303.310139037383
1.2634241640650938e-05,3,5.218287419325918e-07,1.4678284035249675e-05,4.046097290897526e-06,0.0007223771466018231,0.003831224874012184,0.002011491310172014,0.5644057135567788,-57.55437011032043,-303.310139037383
1.817372347659368e-05,3,5.218287419325918e-07,1.4678284035249675e-05,4.046097290897526e-06,0.0007223771466018231,0.003831224874012184,0.002011491310172014,0.5644057135567788,-57.55437011032043,-303.310139037383
2.6141990504677044e-05,2,5.218287419325918e-07,1.4678284035249446e-05,4.046097290897434e-06,0.0007223771466018231,0.003831224874012154,0.002011491310171991,0.5644057135567788,-57.55437011031951,-303.3101390373761
